X,Index,CHEMBL_ID,PUBCHEM_CID,IUPAC_Name,Original_SMILES,Original_InChi,Original_InChiKey,DSSTOX_SUBSTANCE_ID,CASRN,PREFERRED_NAME,Canonical_QSARr,InChI_Code_QSARr,InChIKey_QSARr,Salt_Solvent,Salt_Solvent_ID,QC_Level,CalculatedLogPapp,PappClass,Source,tr_tst,outliers,Envi.Che_CERAPP,Envi.Che_COMPARA,Envi.Che_CPDAT,Envi.Che_REFCHEMDB,Envi.Che_TSCA_ACTIVE_NCTI,overlap.lable
4307,Caco-1016,?,?,NA,FC(F)(F)C1C=C(C=CC=1)C1CCN(CC=1)CCC1C=C2C=CC=CC2=CC=1,"InChI=1S/C24H22F3N/c25-24(26,27)23-7-3-6-22(17-23)20-11-14-28(15-12-20)13-10-18-8-9-19-4-1-2-5-21(19)16-18/h1-9,11,16-17H,10,12-15H2",WJJYZXPHLSLMGE-UHFFFAOYSA-N,DTXSID9048306,135354-02-8,xaliproden,FC(F)(F)C1C=C(C=CC=1)C1CCN(CC=1)CCC1C=C2C=CC=CC2=CC=1,"InChI=1S/C24H22F3N/c25-24(26,27)23-7-3-6-22(17-23)20-11-14-28(15-12-20)13-10-18-8-9-19-4-1-2-5-21(19)16-18/h1-9,11,16-17H,10,12-15H2",WJJYZXPHLSLMGE-UHFFFAOYSA-N,<undefined>,0,High,-4.73,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4318,Caco-1198,?,?,NA,CC(C)CC[C@@H](O)[C@](C)(O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,"InChI=1S/C27H44O6/c1-15(2)6-7-23(31)26(5,32)22-9-11-27(33)17-12-19(28)18-13-20(29)21(30)14-24(18,3)16(17)8-10-25(22,27)4/h12,15-16,18,20-23,29-33H,6-11,13-14H2,1-5H3/t16-,18-,20+,21-,22-,23+,24+,25+,26+,27+/m0/s1",PJYYBCXMCWDUAZ-JJJZTNILSA-N,DTXSID0040595,13408-56-5,ponasterone a,CC(C)CCC(O)C(C)(O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC21C,"InChI=1S/C27H44O6/c1-15(2)6-7-23(31)26(5,32)22-9-11-27(33)17-12-19(28)18-13-20(29)21(30)14-24(18,3)16(17)8-10-25(22,27)4/h12,15-16,18,20-23,29-33H,6-11,13-14H2,1-5H3",PJYYBCXMCWDUAZ-UHFFFAOYSA-N,<undefined>,0,High,-4.7199998,0,Wang,0,1,N,Y,N,Y,N,N&Y&N&Y&N
4325,Caco-208,?,?,NA,CN1[C@@H]2C[C@H](C[C@H]1CC2)OC(=O)C(CO)C1C=CC=CC=1,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3/t13-,14+,15+,16?",RKUNBYITZUJHSG-SPUOUPEWSA-N,DTXSID4020113,51-55-8,atropine,CN1C2CC(CC1CC2)OC(=O)C(CO)C1C=CC=CC=1,"InChI=1S/C17H23NO3/c1-18-13-7-8-14(18)10-15(9-13)21-17(20)16(11-19)12-5-3-2-4-6-12/h2-6,13-16,19H,7-11H2,1H3",RKUNBYITZUJHSG-UHFFFAOYSA-N,<undefined>,0,High,-4.70083365,0,Wang|Pham,0,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
4332,Caco-1522,?,?,NA,O=C1CCC2=CC(=CC=C2N1)OCCCCC1=NN=NN1C1CCCCC1,"InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)",RRGUKTPIGVIEKM-UHFFFAOYSA-N,DTXSID9045132,73963-72-1,cilostazol,O=C1CCC2=CC(=CC=C2N1)OCCCCC1=NN=NN1C1CCCCC1,"InChI=1S/C20H27N5O2/c26-20-12-9-15-14-17(10-11-18(15)21-20)27-13-5-4-8-19-22-23-24-25(19)16-6-2-1-3-7-16/h10-11,14,16H,1-9,12-13H2,(H,21,26)",RRGUKTPIGVIEKM-UHFFFAOYSA-N,<undefined>,0,High,-4.6989698,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4333,Caco-498,?,?,NA,COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)C1C=C(C=CC=1)[N+]([O-])=O,"InChI=1S/C18H20N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-7-6-8-13(9-12)20(23)24/h6-9,16,19H,5H2,1-4H3",PVHUJELLJLJGLN-UHFFFAOYSA-N,DTXSID0023373,39562-70-4,nitrendipine,COC(=O)C1C(C(C(=O)OCC)=C(C)N=C1C)C1C=C(C=CC=1)[N+]([O-])=O,"InChI=1S/C18H20N2O6/c1-5-26-18(22)15-11(3)19-10(2)14(17(21)25-4)16(15)12-7-6-8-13(9-12)20(23)24/h6-9,14,16H,5H2,1-4H3",VVTJQHCRBOHFTD-UHFFFAOYSA-N,<undefined>,0,High,-4.69504665,0,Wang|Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4338,Caco-1268,?,?,NA,CCCCCCCCCC(O)=O,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,DTXSID9021554,334-48-5,decanoic acid,CCCCCCCCCC(O)=O,"InChI=1S/C10H20O2/c1-2-3-4-5-6-7-8-9-10(11)12/h2-9H2,1H3,(H,11,12)",GHVNFZFCNZKVNT-UHFFFAOYSA-N,<undefined>,0,High,-4.6799998,0,Wang,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4339,Caco-7,?,?,NA,OC1=CC2OC=C(C(=O)C=2C=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,DTXSID9022310,486-66-8,daidzein,OC1=CC2OC=C(C(=O)C=2C=C1)C1C=CC(O)=CC=1,"InChI=1S/C15H10O4/c16-10-3-1-9(2-4-10)13-8-19-14-7-11(17)5-6-12(14)15(13)18/h1-8,16-17H",ZQSIJRDFPHDXIC-UHFFFAOYSA-N,<undefined>,0,High,-4.679445,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4347,Caco-1524,?,?,NA,CC[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1C=C[C@@]2(O)C#C,"InChI=1S/C21H26O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,10,12-13,16-19,23H,3,5-9,11H2,1H3/t16-,17+,18+,19-,20-,21-/m0/s1",SIGSPDASOTUPFS-XUDSTZEESA-N,DTXSID6046478,60282-87-3,gestodene,CCC12CCC3C4CCC(=O)C=C4CCC3C1C=CC2(O)C#C,"InChI=1S/C21H26O2/c1-3-20-11-9-17-16-8-6-15(22)13-14(16)5-7-18(17)19(20)10-12-21(20,23)4-2/h2,10,12-13,16-19,23H,3,5-9,11H2,1H3",SIGSPDASOTUPFS-UHFFFAOYSA-N,<undefined>,0,High,-4.6736641,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4348,Caco-1022,?,?,NA,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,"InChI=1S/C21H30O3/c1-20-9-7-14(23)11-13(20)3-4-15-16-5-6-18(19(24)12-22)21(16,2)10-8-17(15)20/h11,15-18,22H,3-10,12H2,1-2H3/t15-,16-,17-,18+,20-,21-/m0/s1",ZESRJSPZRDMNHY-YFWFAHHUSA-N,DTXSID0045254,64-85-7,21-hydroxyprogesterone,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2C(=O)CO,"InChI=1S/C21H30O3/c1-20-9-7-14(23)11-13(20)3-4-15-16-5-6-18(19(24)12-22)21(16,2)10-8-17(15)20/h11,15-18,22H,3-10,12H2,1-2H3",ZESRJSPZRDMNHY-UHFFFAOYSA-N,<undefined>,0,High,-4.6700001,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4354,Caco-51,?,?,NA,CC(C(O)=O)C1C=C(F)C(=CC=1)C1C=CC=CC=1,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)",SYTBZMRGLBWNTM-UHFFFAOYSA-N,DTXSID0037231,5104-49-4,flurbiprofen,CC(C(O)=O)C1C=C(F)C(=CC=1)C1C=CC=CC=1,"InChI=1S/C15H13FO2/c1-10(15(17)18)12-7-8-13(14(16)9-12)11-5-3-2-4-6-11/h2-10H,1H3,(H,17,18)",SYTBZMRGLBWNTM-UHFFFAOYSA-N,<undefined>,0,High,-4.6599998,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4365,Caco-488,?,?,NA,COC1=CC(N)=C(Cl)C=C1C(=O)NCCN(CC)CC,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",TTWJBBZEZQICBI-UHFFFAOYSA-N,DTXSID6045169,364-62-5,metoclopramide,COC1=CC(N)=C(Cl)C=C1C(=O)NCCN(CC)CC,"InChI=1S/C14H22ClN3O2/c1-4-18(5-2)7-6-17-14(19)10-8-11(15)12(16)9-13(10)20-3/h8-9H,4-7,16H2,1-3H3,(H,17,19)",TTWJBBZEZQICBI-UHFFFAOYSA-N,<undefined>,0,High,-4.6508477,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4367,Caco-47,?,?,NA,COC(=O)C1C(C(C(=O)OCC)=C(C)NC=1C)C1=CC=CC(Cl)=C1Cl,"InChI=1S/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,15,21H,5H2,1-4H3",RZTAMFZIAATZDJ-UHFFFAOYSA-N,DTXSID4023042,72509-76-3,felodipine,COC(=O)C1C(C(C(=O)OCC)=C(C)N=C1C)C1C=CC=C(Cl)C=1Cl,"InChI=1S/C18H19Cl2NO4/c1-5-25-18(23)14-10(3)21-9(2)13(17(22)24-4)15(14)11-7-6-8-12(19)16(11)20/h6-8,13,15H,5H2,1-4H3",HAQDEJPEAKWAAM-UHFFFAOYSA-N,<undefined>,0,High,-4.6404925,0,Wang|Pham,0,1,N,N,Y,Y,N,N&N&Y&Y&N
4390,Caco-468,?,?,NA,CC1=CC(NC(=O)C2=C(O)C3C=CC=CC=3S(=O)(=O)N2C)=NO1,"InChI=1S/C14H13N3O5S/c1-8-7-11(16-22-8)15-14(19)12-13(18)9-5-3-4-6-10(9)23(20,21)17(12)2/h3-7,18H,1-2H3,(H,15,16,19)",YYUAYBYLJSNDCX-UHFFFAOYSA-N,DTXSID0045462,34552-84-6,isoxicam,CC1=CC(NC(=O)C2C(=O)C3C=CC=CC=3S(=O)(=O)N2C)=NO1,"InChI=1S/C14H13N3O5S/c1-8-7-11(16-22-8)15-14(19)12-13(18)9-5-3-4-6-10(9)23(20,21)17(12)2/h3-7,12H,1-2H3,(H,15,16,19)",SPTMROWPYQRZSX-UHFFFAOYSA-N,<undefined>,0,High,-4.61000005,0,Wang|Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4400,Caco-1180,?,?,NA,COC1=CC2OC(=CC(=O)C=2C=C1)C1C=CC(=CC=1)OC,"InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)16-10-15(18)14-8-7-13(20-2)9-17(14)21-16/h3-10H,1-2H3",LGTXUFBDCDFQIU-UHFFFAOYSA-N,DTXSID40332791,20979-50-4,"7,4'-dimethoxyflavone",COC1=CC2OC(=CC(=O)C=2C=C1)C1C=CC(=CC=1)OC,"InChI=1S/C17H14O4/c1-19-12-5-3-11(4-6-12)16-10-15(18)14-8-7-13(20-2)9-17(14)21-16/h3-10H,1-2H3",LGTXUFBDCDFQIU-UHFFFAOYSA-N,<undefined>,0,High,-4.6010299,0,Wang,0,1,N,N,N,Y,N,N&N&N&Y&N
4402,Caco-5988,?,?,NA,CC(=O)OC1C=CC=CC=1C(O)=O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,DTXSID5020108,50-78-2,aspirin,CC(=O)OC1C=CC=CC=1C(O)=O,"InChI=1S/C9H8O4/c1-6(10)13-8-5-3-2-4-7(8)9(11)12/h2-5H,1H3,(H,11,12)",BSYNRYMUTXBXSQ-UHFFFAOYSA-N,<undefined>,NA,Low,-4.6,0,Pham,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4405,Caco-4445,CHEMBL106|?,?,NA,OC(CN1C=NC=N1)(CN1C=NC=N1)C1C=CC(F)=CC=1F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,DTXSID3020627,86386-73-4,Fluconazole,OC(CN1C=NC=N1)(CN1C=NC=N1)C1C=CC(F)=CC=1F,"InChI=1S/C13H12F2N6O/c14-10-1-2-11(12(15)3-10)13(22,4-20-8-16-6-18-20)5-21-9-17-7-19-21/h1-3,6-9,22H,4-5H2",RFHAOTPXVQNOHP-UHFFFAOYSA-N,<undefined>,0,High,-4.59,0,CHEMBL|Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4406,Caco-5326,CHEMBL52229,?,NA,CC(C)=CCC1C2OC(=O)C=CC=2C=CC=1OC,"InChI=1S/C15H16O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-6,8-9H,7H2,1-3H3",MBRLOUHOWLUMFF-UHFFFAOYSA-N,DTXSID20197507,484-12-8,7-Methoxy-8-(3-methyl-2-butenyl)-coumarin,CC(C)=CCC1C2OC(=O)C=CC=2C=CC=1OC,"InChI=1S/C15H16O3/c1-10(2)4-7-12-13(17-3)8-5-11-6-9-14(16)18-15(11)12/h4-6,8-9H,7H2,1-3H3",MBRLOUHOWLUMFF-UHFFFAOYSA-N,<undefined>,NA,High,-4.585026652,0,CHEMBL,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4412,Caco-670,?,?,NA,OC1C=C2OC(=O)C=CC2=CC=1,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",ORHBXUUXSCNDEV-UHFFFAOYSA-N,DTXSID5052626,93-35-6,umbelliferone,OC1C=C2OC(=O)C=CC2=CC=1,"InChI=1S/C9H6O3/c10-7-3-1-6-2-4-9(11)12-8(6)5-7/h1-5,10H",ORHBXUUXSCNDEV-UHFFFAOYSA-N,<undefined>,0,High,-4.5710139,0,Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4414,Caco-106,?,?,NA,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3/t14-,15-,16-,18+,19-,20-,21-/m0/s1",JYGXADMDTFJGBT-VWUMJDOOSA-N,DTXSID7020714,50-23-7,hydrocortisone,CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,"InChI=1S/C21H30O5/c1-19-7-5-13(23)9-12(19)3-4-14-15-6-8-21(26,17(25)11-22)20(15,2)10-16(24)18(14)19/h9,14-16,18,22,24,26H,3-8,10-11H2,1-2H3",JYGXADMDTFJGBT-UHFFFAOYSA-N,<undefined>,0,High,-4.5686364,0,Wang|Pham,0,1,N,Y,Y,Y,Y,N&Y&Y&Y&Y
4420,Caco-406,?,?,NA,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3",NWIUTZDMDHAVTP-UHFFFAOYSA-N,DTXSID2022674|DTXSID50873206,63659-18-7|91878-53-4,betaxolol,CC(C)NCC(O)COC1=CC=C(CCOCC2CC2)C=C1,"InChI=1S/C18H29NO3/c1-14(2)19-11-17(20)13-22-18-7-5-15(6-8-18)9-10-21-12-16-3-4-16/h5-8,14,16-17,19-20H,3-4,9-13H2,1-2H3",NWIUTZDMDHAVTP-UHFFFAOYSA-N,<undefined>,0,High,-4.5628154,0,Wang|Pham|Wang,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4428,Caco-549,?,?,NA,CC1=NN=C2CN=C(C3C=C(Cl)C=CC=3N21)C1C=CC=CC=1Cl,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",JOFWLTCLBGQGBO-UHFFFAOYSA-N,DTXSID6046763,28911-01-5,triazolam,CC1=NN=C2CN=C(C3C=C(Cl)C=CC=3N21)C1C=CC=CC=1Cl,"InChI=1S/C17H12Cl2N4/c1-10-21-22-16-9-20-17(12-4-2-3-5-14(12)19)13-8-11(18)6-7-15(13)23(10)16/h2-8H,9H2,1H3",JOFWLTCLBGQGBO-UHFFFAOYSA-N,<undefined>,0,High,-4.5500002,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4431,Caco-1537,?,?,NA,CC1(C)O[C@H]2[C@@H]3OC(C)(C)O[C@@H]3CO[C@@]2(COS(N)(=O)=O)O1,"InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)/t7-,8-,9+,12+/m1/s1",KJADKKWYZYXHBB-XBWDGYHZSA-N,DTXSID8023688,97240-79-4,topiramate,CC1(C)OC2C3OC(C)(C)OC3COC2(COS(N)(=O)=O)O1,"InChI=1S/C12H21NO8S/c1-10(2)18-7-5-16-12(6-17-22(13,14)15)9(8(7)19-10)20-11(3,4)21-12/h7-9H,5-6H2,1-4H3,(H2,13,14,15)",KJADKKWYZYXHBB-UHFFFAOYSA-N,<undefined>,0,High,-4.54500235,0,Wang|Pham,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4433,Caco-1367,?,?,NA,OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=CC=CC=C1Cl,"InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)",DIWRORZWFLOCLC-UHFFFAOYSA-N,DTXSID7023225,846-49-1,lorazepam,OC1N=C(C2=CC(Cl)=CC=C2NC1=O)C1=CC=CC=C1Cl,"InChI=1S/C15H10Cl2N2O2/c16-8-5-6-12-10(7-8)13(19-15(21)14(20)18-12)9-3-1-2-4-11(9)17/h1-7,15,21H,(H,18,20)",DIWRORZWFLOCLC-UHFFFAOYSA-N,<undefined>,0,High,-4.53805355,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4443,Caco-191,?,?,NA,CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,DTXSID6023525,525-66-6,propranolol,CC(C)NCC(O)COC1C=CC=C2C=CC=CC2=1,"InChI=1S/C16H21NO2/c1-12(2)17-10-14(18)11-19-16-9-5-7-13-6-3-4-8-15(13)16/h3-9,12,14,17-18H,10-11H2,1-2H3",AQHHHDLHHXJYJD-UHFFFAOYSA-N,<undefined>,0,High,-4.52197335,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4444,Caco-130,?,?,NA,[Na+].NC1=C(C=CC=C1CC([O-])=O)C(=O)C1C=CC=CC=1,"InChI=1S/C15H13NO3.Na/c16-14-11(9-13(17)18)7-4-8-12(14)15(19)10-5-2-1-3-6-10;/h1-8H,9,16H2,(H,17,18);/q;+1/p-1",MJAQSCHBMPGJES-UHFFFAOYSA-M,DTXSID8048658,61941-56-8,amfenac sodium,NC1=C(C=CC=C1CC(O)=O)C(=O)C1C=CC=CC=1,"InChI=1S/C15H13NO3/c16-14-11(9-13(17)18)7-4-8-12(14)15(19)10-5-2-1-3-6-10/h1-8H,9,16H2,(H,17,18)",SOYCMDCMZDHQFP-UHFFFAOYSA-N,[Na+],95,High,-4.52,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4445,Caco-1128,?,?,NA,CC1N=CC(CO)=C(CO)C=1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,DTXSID4023541,65-23-6,pyridoxine,CC1N=CC(CO)=C(CO)C=1O,"InChI=1S/C8H11NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,10-12H,3-4H2,1H3",LXNHXLLTXMVWPM-UHFFFAOYSA-N,<undefined>,0,High,-4.52,0,Wang|Pham,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4446,Caco-595,?,?,NA,C[C@@]12CC[C@H]3[C@H](C)CC[C@H]4[C@@H](C)C(=O)O[C@H](O1)[C@]43OO2,"InChI=1S/C15H22O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-11,13H,4-7H2,1-3H3/t8-,9-,10+,11+,13-,14-,15-/m1/s1",BLUAFEHZUWYNDE-NNWCWBAJSA-N,DTXSID2040652,63968-64-9,artemisinin,CC12CCC3C(C)CCC4C(C)C(=O)OC(O1)C43OO2,"InChI=1S/C15H22O5/c1-8-4-5-11-9(2)12(16)17-13-15(11)10(8)6-7-14(3,18-13)19-20-15/h8-11,13H,4-7H2,1-3H3",BLUAFEHZUWYNDE-UHFFFAOYSA-N,<undefined>,0,High,-4.51952005,0,Wang,0,1,N,Y,Y,Y,N,N&Y&Y&Y&N
4447,Caco-860,?,?,NA,NCCCCN,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,KIDHWZJUCRJVML-UHFFFAOYSA-N,DTXSID4041107,110-60-1,putrescine,NCCCCN,InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2,KIDHWZJUCRJVML-UHFFFAOYSA-N,<undefined>,0,High,-4.5179658,0,Wang,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4449,Caco-1056,?,?,NA,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,DTXSID7031797,129618-40-2,nevirapine,CC1=CC=NC2=C1NC(=O)C1=CC=CN=C1N2C1CC1,"InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)",NQDJXKOVJZTUJA-UHFFFAOYSA-N,<undefined>,0,High,-4.51267815,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4455,Caco-263,?,?,NA,ClC1C=CC=C(Cl)C=1NC1NCCN=1,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",GJSURZIOUXUGAL-UHFFFAOYSA-N,DTXSID6022846,4205-90-7,clonidine,ClC1C=CC=C(Cl)C=1NC1NCCN=1,"InChI=1S/C9H9Cl2N3/c10-6-2-1-3-7(11)8(6)14-9-12-4-5-13-9/h1-3H,4-5H2,(H2,12,13,14)",GJSURZIOUXUGAL-UHFFFAOYSA-N,<undefined>,0,High,-4.503863,0,Wang|Pham,0,1,Y,Y,Y,Y,N,Y&Y&Y&Y&N
4456,Caco-5485,CHEMBL227875,?,NA,[O-][N+](=O)C1=CN2C[C@@H](COC2=N1)OCC1C=CC(=CC=1)OC(F)(F)F,"InChI=1S/C14H12F3N3O5/c15-14(16,17)25-10-3-1-9(2-4-10)7-23-11-5-19-6-12(20(21)22)18-13(19)24-8-11/h1-4,6,11H,5,7-8H2/t11-/m0/s1",ZLHZLMOSPGACSZ-NSHDSACASA-N,DTXSID8041163,187235-37-6,PA-824,[O-][N+](=O)C1=CN2CC(COC2=N1)OCC1C=CC(=CC=1)OC(F)(F)F,"InChI=1S/C14H12F3N3O5/c15-14(16,17)25-10-3-1-9(2-4-10)7-23-11-5-19-6-12(20(21)22)18-13(19)24-8-11/h1-4,6,11H,5,7-8H2",ZLHZLMOSPGACSZ-UHFFFAOYSA-N,<undefined>,NA,High,-4.500587874,0,CHEMBL,0,1,N,Y,N,Y,N,N&Y&N&Y&N
4465,Caco-1050,?,?,NA,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,DTXSID2021731,67-56-1,methanol,CO,"InChI=1S/CH4O/c1-2/h2H,1H3",OKKJLVBELUTLKV-UHFFFAOYSA-N,<undefined>,0,High,-4.4899998,0,Wang,0,1,Y,Y,Y,Y,Y,Y&Y&Y&Y&Y
4467,Caco-5521,CHEMBL1599463,?,NA,COC(=O)C1=CC2NC(=NC=2C=C1)C(F)(F)F,"InChI=1S/C10H7F3N2O2/c1-17-8(16)5-2-3-6-7(4-5)15-9(14-6)10(11,12)13/h2-4H,1H3,(H,14,15)",PHZVAKSKMBVEHM-UHFFFAOYSA-N,DTXSID80237650,89426-88-0,"Benzimidazole-5-carboxylic acid, 2-(trifluoromethyl)-, methyl ester",COC(=O)C1=CC2NC(=NC=2C=C1)C(F)(F)F,"InChI=1S/C10H7F3N2O2/c1-17-8(16)5-2-3-6-7(4-5)15-9(14-6)10(11,12)13/h2-4H,1H3,(H,14,15)",PHZVAKSKMBVEHM-UHFFFAOYSA-N,<undefined>,NA,High,-4.485585079,0,CHEMBL,0,1,N,N,N,Y,N,N&N&N&Y&N
